"category_id","product_id","product_name","price","colour_code","colour","description","size","section","product_family","product_subfamily","care","materials_description","materials","dimension","low_on_stock","availability","image","sku","url","currency","you_may_also_like"
437714085,437699710,"PAREOROK MET PRINT",29.95,69,"Ecru / Groen","Mini wikkelrok gemaakt met 12% linnen met hoge taille. Kruislingse sluiting met strik.",,"WOMAN","FALDA","B.FALDA","{""instructions"":[]}",,,,true,true,[],"437714085-069-1","https://www.zara.com/nl/nl/pareorok-met-print-p05029093.html?v1=437714085","EUR",
436477061,436475437,"LINEN WAISTCOAT WITH DARTS",35.99,434,"Light indigo","Fitted linen waistcoat with darts at the waist. Front button fastening.",,"WOMAN","CHALECO","B.CHALECO","{""instructions"":[]}",,,,true,true,[],"436477061-434-1","https://www.zara.com/uk/en/linen-waistcoat-with-darts-p02746785.html?v1=436477061&v2=2546081&utm_source=ig_fb&utm_medium=social_paid&utm_content=post&utm_term=nc&utm_campaign=UK_web_newinwomancircularlea13march_woman_1003&utm_id=120211325431290687","GBP",
420075823,410592093,"NASZYJNIK CHOKER Z CHARMSAMI",129,807,"Szaro-antracytowy","Naszyjnik typu choker z metalowej siateczki z kontrastowymi podkładkami. Zawieszki-charmsy o różnych kształtach, rozmiarach i materiałach. Zapięcie na karabińczyk.",,"WOMAN","BISUTERIA","Z-BISUTERIA ZA","{""instructions"":[]}",,,,false,true,[],"420075823-807-3","https://www.zara.com/pl/pl/naszyjnik-choker-z-charmsami-p01011221.html?v1=420075823&v2=2418989","PLN",
422469892,410453337,"3-PIECE CUTLERY SET WITH DECORATIVE ENGRAVING",289,307,"Cava","Shiny golden cutlery made of 18/0 stainless steel with decorative engraving.
The set includes a fork, knife and spoon.",,"HOME","CUBIERTOS","SET CUBIERTOS","{""instructions"":[]}",,,"The set includes a fork, knife and spoon.",false,true,[],"422469892-307-99","https://www.zara.com/se/en/3-piece-cutlery-set-with-decorative-engraving-p42291311.html?v1=422469892&v2=2526499","SEK",
418123739,418112941,"SÜET MAKSİ ALIŞVERİŞ ÇANTASI",6290,700,"Kahverengi","Süet maksi alışveriş çantası. Çift omuz askısı. Fermuarlı iç cep. 

Yükseklik x Genişlik x Derinlik: 38,5 x 45 x 15,5 cm",,"WOMAN","BOLSOS","Z1:BAGS LARGE","{""instructions"":[]}",,,"Y&#xFC;kseklik x Geni&#x15F;lik x Derinlik: 38,5 x 45 x 15,5 cm",false,false,[],"418123739-700-3","https://www.zara.com/tr/tr/suet-maksi-alisveris-cantasi-p16136410.html","TRY",
433759404,433749146,"ZW COLLECTION BALLOON SLEEVE SHIRT",79.9,800,"Black","ZARA WOMAN COLLECTION

Flowy round neck shirt with tie. Long balloon sleeves with shoulder pleats. Front button closure with placket.",,"WOMAN","CAMISA","W.CAMISA","{""instructions"":[]}",,,"Flowy round neck shirt with tie. Long balloon sleeves with shoulder pleats. Front button closure with placket.",false,true,[],"433759404-800-1","https://www.zara.com/ca/en/zw-collection-balloon-sleeve-shirt-p02637101.html","CAD",
410585775,410584546,"CROCHET PANTS ZW COLLECTION",69.9,250,"White","ZARA WOMAN COLLECTION

Pants made of 100% cotton yarn. High-waisted with belt loops. Matching crochet appliqué detail. Straight leg. Front zip, inside button, and metal hook closure.",,"WOMAN","PANTALON","W.PANTALON","{""instructions"":[]}",,,"Pants made of 100% cotton yarn. High-waisted with belt loops. Matching crochet appliqu&#xE9; detail. Straight leg. Front zip, inside button, and metal hook closure.",false,true,[],"410585775-250-1","https://www.zara.com/us/en/crochet-pants-zw-collection-p04786043.html?v1=410585775&utm_source=google&utm_medium=cpc&gad_source=4&gbraid=0AAAAADqbk7YShwUGqkRN3rqeMmtF2XUvW&gclid=EAIaIQobChMIluPshZ3aiwMVDgGtBh2JzhQ8EAQYAiABEgIpNPD_BwE","USD",
416033210,416025926,"LEATHER BELT WITH GEOMETRIC BUCKLE",45.9,606,"Burgundy","Belt made of leather with a width of 1.2 inches (3 cm). Squared metal buckle.",,"WOMAN","CINTURONES","Z-CINTURONES","{""instructions"":[]}",,,,true,true,[],"416033210-606-80","https://www.zara.com/us/en/leather-belt-with-geometric-buckle-p06399003.html","USD",
424968214,366419203,"LONG FLEECE COAT",139,800,"Black","Long coat with lapel collar and long sleeves. Side hidden in-seam pockets. Interior lining. Front button closure.",,"WOMAN","ABRIGO","T.P-EXTER.LARGA","{""instructions"":[]}",,,,false,true,[],"424968214-800-1","https://www.zara.com/us/en/long-fleece-coat-p01255856.html?v1=415355090&v2=2491344","USD",
448282196,444547567,"HALTER TOP WITH OPENING",29.9,800,"Black","Sleeveless halter top. Front opening detail.",,"WOMAN","TOPS Y OTRAS P.","C.CTAS FANTASI","{""instructions"":[]}",,,,false,true,[],"448282196-800-2","https://www.zara.com/us/en/halter-top-with-opening-p05644014.html?v1=448282196&v2=2546081","USD",
429613124,427092958,"ASYMMETRIC TULLE TOP",39.9,622,"Pale pink","Semi-sheer top with an asymmetrical neckline and long sleeves. Side ruching detail. Asymmetrical hem with side slit.",,"WOMAN","TOPS Y OTRAS P.","C.CTAS FANTASI","{""instructions"":[]}",,,,false,true,[],"429613124-622-2","https://www.zara.com/ca/en/asymmetric-tulle-top-p05584352.html","CAD",
410580392,410575701,"LACE BOW MIDI DRESS",109,251,"Oyster-white","Midi dress made of 100% cotton yarn. Round neckline with tonal lace and contrasting bow. Thin straps. Pleated detail and net-like fabric with embroidery appliqué. Hidden side zip closure.",,"WOMAN","VESTIDO","L. VESTIDO","{""instructions"":[]}",,,,false,false,[],"410580392-251-1","https://www.zara.com/us/en/lace-bow-midi-dress-p07521965.html","USD",
410883825,410883058,"CROCHET KNIT DRESS",35.9,330,"Multicolored","Knit dress with round neck and sleeveless. Teardrop button closure at back.",,"KID","VESTIDO BEBE","KD-A PUNTO","{""instructions"":[]}",,,,true,false,[],"410883825-330-18","https://www.zara.com/us/en/crochet-knit-dress-p02756520.html?v1=410883825&v2=2551960","USD",
413804842,413802955,"ZW COLLECTION LACE TRIM TOP",39.99,712,"Ecru","ZARA WOMAN COLLECTION

Viscose top. Round neck and adjustable thin straps with bows. Matching lace insert detail.",,"WOMAN","CAMISA","W.CAMISA","{""instructions"":[]}",,,"Viscose top. Round neck and adjustable thin straps with bows. Matching lace insert detail.",true,false,[],"413804842-712-1","https://www.zara.com/uk/en/zw-collection-lace-trim-top-p06895054.html?v1=413804842&v2=2546081","GBP",
410590417,410588161,"JARDINEIRAS WATER RESISTANT AND WIND PROTECTION RECCO® TECHNOLOGY SKI COLLECTION",89.95,800,"Preto","Jardineiras técnicas com tecido corta-vento e impermeável. Concebido com um tecido de nano-membrana transpirável de alto desempenho, que pode suportar uma elevada proteção contra a penetração do vento e uma pressão máxima de água até 9.000 mm. Inclui um forro de polar suave no interior, proporcionando calor e conforto extra. Silhueta justa com painéis laterais nas nervuras para liberdade de movimentos e conforto. Equipado com a tecnologia RECCO®* para facilitar a localização dos profissionais de salvamento em caso de acidente, avalanche ou perda numa área de difícil acesso.

Alças largas e elásticos ajustáveis. Detalhe do painel traseiro acolchoado com espuma Airtex para maior proteção e transpirabilidade. Bolsos frontais com fechos de correr impermeáveis. Pormenor da argola frontal na presilha para pendurar as luvas. Bainha boca de sino ajustável com fecho de correr e bainha traseira mais comprida do que a frente para acomodar as botas de esqui. Punho interior elástico para inserir no interior do calçado e impedir a entrada de neve e frio. Fecho frontal com fecho de correr impermeável.


*Podes encontrar mais informações sobre a tecnologia RECCO® no site: www.recco.com",,"WOMAN","MONO","B.PANTALON","{""instructions"":[]}",,,"*Podes encontrar mais informa&#xE7;&#xF5;es sobre a tecnologia RECCO&#xAE; no site: www.recco.com",false,true,[],"410590417-800-1","https://www.zara.com/pt/pt/jardineiras-water-resistant-and-wind-protection-recco--technology-ski-collection-p08073050.html?v1=410590417&v2=2419584","EUR",
440199125,440192620,"TOP COLETE FLUIDO CRUZADO",17.95,802,"Cinzento","Top tipo colete com decote em bico e manga cava. Fecho frontal cruzado ajustável com laços.",,"WOMAN","CAMISETA","C.CTAS BASICAS","{""instructions"":[]}",,,,false,true,[],"440199125-802-2","https://www.zara.com/pt/pt/top-colete-fluido-cruzado-p00264196.html?v1=440199125&v2=2546081","EUR",
417724111,415277316,"INTERLOCK FLARE PANTS",35.9,86,"Ecru / Brown","Pants made of soft, opaque, and compact stretch knit fabric. High-waisted with elastic waistband. Flared hem.",,"WOMAN","PANTALON","C.PTON-LEGGING","{""instructions"":[]}",,,,false,true,[],"417724111-086-2","https://www.zara.com/us/en/interlock-flare-pants-p00264325.html?v1=417724111&v2=2420795","USD",
425294619,425283954,"STRICKJACKE MIT VOLANT",29.95,615,"Orange","Jacke aus einfarbigem Strick mit Rundhalsausschnitt und langen Ärmeln. Volantdetails. Knopfleiste vorne.",,"WOMAN","CHAQUETA","PUNTO CHAQUETA","{""instructions"":[]}",,,,false,true,[],"425294619-615-2","https://www.zara.com/de/de/strickjacke-mit-volant-p02893032.html?v1=425294619&v2=2546081","EUR",
423158760,369173185,"COMFORT FIT JOGGER WAIST TROUSERS",69.95,407,"Blue","Regular fit trousers made of stretch fabric. Elasticated waistband with adjustable drawcord. Side pockets and rear welt pockets.",,"MAN","PANTALON","B. Pant Resto","{""instructions"":[]}",,,,false,true,[],"423158760-407-2","https://www.zara.com/au/en/comfort-fit-jogger-waist-trousers-p05805444.html?v1=379160423&v2=2129629","AUD",
410519534,410516009,"HYPNOTIC VANILLA EDP 80 ML / 2.71 oz",599,999,,"Eau de parfum. Addictive and hypnotic, a feminine bouquet embraced by the richness of golden vanilla.

Fragrance notes: apricot blossom, jasmine, bourbon vanilla, moss and dulce de leche.
Intensity: medium.
A captivating, sweet fragrance with long-lasting wear on the leather.",,"WOMAN","EAU DE PERFUME","PERFU-REG-PREM","{""instructions"":[]}",,,"A captivating, sweet fragrance with long-lasting wear on the leather.",false,true,[],"410519534-999-99","https://www.zara.com/za/en/hypnotic-vanilla-edp-80-ml---2-71-oz-p20110553.html?v1=410519534&origin=shopcart","ZAR",
417461737,397881041,"STUDDED SHOULDER BAG",29.99,700,"Brown","Shoulder bag. Studded detail on the top. Interior zip pocket. Adjustable shoulder strap; can also be worn across the body. Oval detail and charm with metal piece. Zip closure.

Height x Length x Width: 15.5 x 27 x 2.5 cm. / 6.1 x 10.6 x 0.9″",,"WOMAN","BOLSOS","Z1:BAGS MEDIUM","{""instructions"":[]}",,,"Height x Length x Width: 15.5 x 27 x 2.5 cm. / 6.1 x 10.6 x 0.9&#x2033;",false,true,[],"417461737-700-3","https://www.zara.com/uk/en/studded-shoulder-bag-p16496410.html?v1=397891409&awc=32887_1733338895_06eb3191a52e1784cbb2451ad3342700&utm_source=awin&utm_medium=affiliation&utm_campaign=69421&utm_content=SheerLuxe+Ltd","GBP",
420111094,417692394,"STRAIGHT-FIT-JEANS",39.95,809,"Mittelgrau","Straight-Fit-Jeans, etwas weiter geschnitten als unser reguläres Straight-Fit-Modell. Five-Pocket-Stil. In verwaschener Optik. Knopfleiste vorne.",,"MAN","PANTALON","B. Pant Denim","{""instructions"":[]}",,,,false,true,[],"420111094-809-36","https://www.zara.com/de/de/straight-fit-jeans-p08062410.html","EUR",
419885723,419876784,"STRIPED KNIT CARDIGAN",55.9,104,"striped","Round neck long sleeve jacket. Front gold button closure.",,"WOMAN","CHAQUETA","PUNTO CHAQUETA","{""instructions"":[]}",,,,false,true,[],"419885723-104-2","https://www.zara.com/ca/en/striped-knit-cardigan-p05755031.html","CAD",
419424063,415389177,"INTERLOCK T-SHIRT",35.9,703,"Ocher","T-shirt made of soft, opaque, and stretchy knit fabric. Crew neck and elbow-length sleeves with dropped shoulders. Hem with side slits.",,"WOMAN","TOPS Y OTRAS P.","C.CTAS BASICAS","{""description"":""CARECaring for your clothes is caring for the environment.Lower temperature washes and delicate spin cycles are gentler on garment, helping to maintain the color, shape and structure of the fabric. At the same time it reduces energy consumption that is used in care processes. Clothing care guide"",""instructions"":[""Machine wash max. 30ºC/86ºF delicate cycle"",""Do not use bleach / whitener"",""Iron maximum 110ºC/230ºF"",""Do not dry clean"",""Do not tumble dry""]}",,"[{""name"":""COMPOSITION"",""value"":null},{""name"":""OUTER SHELL"",""value"":""75% cotton17% polyester8% elastane""}]",,false,true,[],"419424063-703-2","https://www.zara.com/us/en/interlock-t-shirt-p03641310.html?v1=419424063","USD","[{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$15.90"",""initial_price"":""$15.90""},{""currency"":""USD"",""final_price"":""$27.90"",""initial_price"":""$27.90""},{""currency"":""USD"",""final_price"":""$25.90"",""initial_price"":""$25.90""},{""currency"":""USD"",""final_price"":""$17.90"",""initial_price"":""$17.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$39.90"",""initial_price"":""$39.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$69.90"",""initial_price"":""$69.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$49.90"",""initial_price"":""$49.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$45.90"",""initial_price"":""$45.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$25.90"",""initial_price"":""$25.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$45.90"",""initial_price"":""$45.90""},{""currency"":""USD"",""final_price"":""$29.90"",""initial_price"":""$29.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$15.54"",""initial_price"":""$25.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$39.90"",""initial_price"":""$39.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$29.90"",""initial_price"":""$29.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$59.90"",""initial_price"":""$59.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$39.90"",""initial_price"":""$39.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$29.90"",""initial_price"":""$29.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$29.90"",""initial_price"":""$29.90""},{""currency"":""USD"",""final_price"":""$45.90"",""initial_price"":""$45.90""},{""currency"":""USD"",""final_price"":""$45.90"",""initial_price"":""$45.90""},{""currency"":""USD"",""final_price"":""$49.90"",""initial_price"":""$49.90""},{""currency"":""USD"",""final_price"":""$45.90"",""initial_price"":""$45.90""},{""currency"":""USD"",""final_price"":""$45.90"",""initial_price"":""$45.90""},{""currency"":""USD"",""final_price"":""$45.90"",""initial_price"":""$45.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$39.90"",""initial_price"":""$39.90""},{""currency"":""USD"",""final_price"":""$35.90"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$49.90"",""initial_price"":""$49.90""},{""currency"":""USD"",""final_price"":""$49.90"",""initial_price"":""$49.90""},{""currency"":""USD"",""final_price"":""$21.54"",""initial_price"":""$35.90""},{""currency"":""USD"",""final_price"":""$69.90"",""initial_price"":""$69.90""},{""currency"":""USD"",""final_price"":""$27.54"",""initial_price"":""$45.90""}]"
410575540,372413960,"FAUX SUEDE JACKET",65.4,702,"Leather","Regular fit jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and welt pockets at hip. Front button closure.",,"MAN","CAZADORA","B. Cazadora","{""instructions"":[]}",,,,false,true,[],"410575540-702-2","https://www.zara.com/us/en/faux-suede-jacket-p08281290.html?v1=388592345&v2=2467336","USD",
423452045,421529165,"TRF MID WAIST BAGGY BALLOON JEANS",49.9,819,"Blue gray","MID WAIST - BAGGY BALLOON

Jeans with a mid waist and five pockets. Twisted seams. Front zip and metal button closure.",,"WOMAN","PANTALON","T.PANT.PAQUETER","{""instructions"":[]}",,,"Jeans with a mid waist and five pockets. Twisted seams. Front zip and metal button closure.",false,true,[],"423452045-819-32","https://www.zara.com/us/en/trf-mid-waist-baggy-balloon-jeans-p05575244.html?v1=423452045","USD",
424890315,424888988,"PACK OF 3 RIGID BRACELETS",19.99,712,"Ecru","Pack of three coloured rigid bracelets in different shapes and sizes.",,"WOMAN","BISUTERIA","Z-BISUTERIA ZA","{""instructions"":[]}",,,,false,false,[],"424890315-712-3","https://www.zara.com/uk/en/pack-of-3-rigid-bracelets-p01856107.html?v1=424890315&v2=2418989","GBP",
422466542,410449203,"BOROSILICATE GLASS CRUET",219,990,,"Borosilicate cruet with a classic design.",,"HOME","CRISTALERIA","ACEITERA","{""instructions"":[]}",,,,false,true,[],"422466542-990-99","https://www.zara.com/se/en/borosilicate-glass-cruet-p47267226.html?v1=422466542&v2=2526499","SEK",
436869353,436851068,"T-SHIRT THE WHITE LOTUS",15.95,250,"Branco","T-shirt confecionada em mistura de algodão. Decote redondo e manga curta. Detalhe de estampagem a contraste.",,"WOMAN","CAMISETA","C.CTAS POSICIO","{""instructions"":[]}",,,,false,true,[],"436869353-250-2","https://www.zara.com/pt/pt/t-shirt-the-white-lotus-p05644178.html?v1=436869353","EUR",
417727191,414671258,"BUCKLED HIGH HEEL SHOES",69.95,719,"Ecru","High-heel slingback shoes with a faux-patent finish. Thin buckled straps on the front. Back strap. Pointed toe. 

Heel height: 7 cm. / 2.7″",,"WOMAN","ZAPATO TACON","Z1T:ZAPATO TACO","{""instructions"":[]}",,,"Heel height: 7 cm. / 2.7&#x2033;",false,true,[],"417727191-719-36","https://www.zara.com/au/en/buckled-high-heel-shoes-p13876310.html?v1=417727191&v2=2531591","AUD",
440747424,440740443,"ZW COLLECTION FLOWING SATIN DRESS",999,520,"Lime","ZARA WOMAN COLLECTION

Sleeveless midi dress with a cowl neck. Open back. Featuring draped fabric detail.",,"WOMAN","VESTIDO","W.VESTIDO","{""instructions"":[]}",,,"Sleeveless midi dress with a cowl neck. Open back. Featuring draped fabric detail.",false,false,[],"440747424-520-1","https://www.zara.com/se/en/zw-collection-flowing-satin-dress-p03067381.html?v1=440747424","SEK",
410569717,376762357,"BLOCK HEEL ANKLE BOOTS",45.95,800,"Black","Block heel ankle boots. Central seam detail. Zip fastening. Pointed toe.

Heel height: 6 cm / 2.3""",,"WOMAN","BOTIN TACON","Z1T:BOTIN","{""instructions"":[]}",,,"Heel height: 6 cm / 2.3&quot;",false,false,[],"410569717-800-35","https://www.zara.com/de/en/block-heel-ankle-boots-p13110410.html?v1=376790689&v2=2419132","EUR",
436197095,410444230,"LARGE ROUND FULL LENGTH MIRROR WITH FRAME",2399,700,"Brown","Full length mirror with an oak wood frame and round corners.
We recommend attaching the mirror using the screws suitable for each wall and the hinges that you will find at the back of the mirror. Screws not included.",,"HOME","ESPEJOS","ESPEJOS","{""instructions"":[]}",,,"We recommend attaching the mirror using the screws suitable for each wall and the hinges that you will find at the back of the mirror. Screws not included.",false,true,[],"436197095-700-99","https://www.zara.com/se/en/large-round-full-length-mirror-with-frame-p43131106.html?v1=436197095&v2=2526499","SEK",
417502004,417488575,"SHORT PLAIN KNIT DRESS",25.99,712,"Ecru","Sleeveless dress with a round neck. Flared hem.",,"WOMAN","VESTIDO","PUNTO VESTIDO","{""instructions"":[]}",,,,false,true,[],"417502004-712-1","https://www.zara.com/uk/en/short-plain-knit-dress-p09598019.html?v1=417502004&v2=2419517","GBP",
422990024,367012181,"BERMUDA LINO- ALGODÓN",329.9,707,"Tostado","Bermuda corta confeccionada en tejido con mezcla de lino y algodón. Cintura elástica ajustable con cordón. Bolsillos laterales y detalle de bolsillos traseros de vivo.",,"MAN","BERMUDA","B.Bermuda Resto","{""instructions"":[]}",,,,false,true,[],"422990024-707-2","https://www.zara.com/cl/es/bermuda-lino--algodon-p04302449.html?v1=367015985","CLP",
410594434,410591558,"ELEGANTLY TOKYO EDP 100 ML (3.4 FL. OZ)",45.9,999,,"Eau de parfum. A floral and sophisticated fragrance that combines the delicacy of white flowers, the charm of jasmine, and the modern depth of akigalawood. Elegant and refined, perfect for any occasion.

Created by Jo Malone CBE, founder of Jo Loves.",,"WOMAN","EAU DE PERFUME","PERFU-REG-PREM","{""instructions"":[]}",,,"Created by Jo Malone CBE, founder of Jo Loves.",false,true,[],"410594434-999-99","https://www.zara.com/us/en/elegantly-tokyo-edp-100-ml--3-4-fl--oz--p20110709.html?v1=410594434","USD",
444542584,414000214,"MODAL FLORAL PRINT SCARF",39.9,745,"Toffee","Printed scarf made of a modal and 8% silk blend. Frayed edges.",,"WOMAN","PAÑOLETAS/FOULARD","Z-PAÑUELOS","{""instructions"":[]}",,,,false,true,[],"444542584-745-3","https://www.zara.com/us/en/modal-floral-print-scarf-p04758012.html?v1=444542584&v2=2418989","USD",
435217810,410593093,"FELT TEXTURE COAT",45.9,723,"Tan marl","Lapel collar coat with long sleeves. Front button closure. Front pocket.",,"KID","ABRIGO","NIÑA-P.EXTERIOR","{""instructions"":[]}",,,,false,true,[],"435217810-723-32","https://www.zara.com/us/en/felt-texture-coat-p08491700.html?v1=435217810&v2=2426188","USD",
422660385,421202655,"MIDIKJOLE MED DRAPERET HALSUDSKÆRING",299,600,"rød","Midikjole fremstillet af løst stof. Draperet halsudskæring og lange ærmer. Rynkesamlingsdetalje.

Dette tøj kan falme og plette andet tøj med en lysere farve.",,"WOMAN","VESTIDO","C.VESTIDO FANTA","{""instructions"":[]}",,,"Dette t&#xF8;j kan falme og plette andet t&#xF8;j med en lysere farve.",false,true,[],"422660385-600-2","https://www.zara.com/dk/da/midikjole-med-draperet-halsudsk%C3%A6ring-p05063330.html?v1=422660385&v2=2420896","DKK",
427315741,427309110,"ΜΙΝΤΙ ΣΤΡΕΤΣ ΦΟΡΕΜΑ",25.95,605,"Γκρενά","Εφαρμοστό μίντι φόρεμα με ίσια γραμμή στο ντεκολτέ. Λεπτά λάστιχα τιράντες.",,"WOMAN","VESTIDO","C.VESTIDO BASIC","{""instructions"":[]}",,,,false,true,[],"427315741-605-2","https://www.zara.com/gr/el/%CE%BC%CE%B9%CE%BD%CF%84%CE%B9-%CF%83%CF%84%CF%81%CE%B5%CF%84%CF%82-%CF%86%CE%BF%CF%81%CE%B5%CE%BC%CE%B1-p05584187.html?v1=427315741&v2=2420454","EUR",
422752755,410593790,"WATER REPELLENT BOOTS SKI COLLECTION",169,50,"Pink","Knee high boots with a metallic effect. Water repellent, it offers extra protection against the penetration of surface water humidity thanks to its composition. Designed in a comfortable fabric for the feet and a cushioned insole for maximum comfort, they are lined inside with fleece to provide greater warmth and comfort when worn.

Front laces for excellent fit, back pull tab, and ruching on the shaft to keep out snow and cold, keeping warmth inside the shoe. Its lug sole ensures grip with every step. 

Sole height: 2 inches (5 cm)",,"WOMAN","BOTA PLANA","Z1B:BOTA","{""instructions"":[]}",,,"Sole height: 2 inches (5 cm)",false,true,[],"422752755-050-36","https://www.zara.com/ca/en/water-repellent-boots-ski-collection-p12703410.html?v1=422752755&v2=2419160","CAD",
413352810,413335312,"LONG WOOL ARGYLE JACKET",69.9,401,"Navy blue","Wool blend cardigan. V-neckline and long sleeves. Front button closure.",,"WOMAN","CHAQUETA","PUNTO CHAQUETA","{""instructions"":[]}",,,,false,true,[],"413352810-401-2","https://www.zara.com/us/en/long-wool-argyle-jacket-p05755006.html?v1=413352810","USD",
425256251,425254974,"100% CASHMERE SWEATER",149,720,"Beige marl","Regular fit cashmere wool sweater. Round neck and long sleeves. Ribbed trims.

Origins special collection.",,"MAN","JERSEY","ORIG Punto","{""instructions"":[]}",,,"Origins special collection.",false,true,[],"425256251-720-2","https://www.zara.com/de/en/100-cashmere-sweater-p00693307.html?v1=399594325","EUR",
426598635,426590630,"FALDA MIDI PAREO BOTONES",39.95,711,"Arena","Falda midi tipo pareo de tiro alto con trabillas. Falsos bolsillos laterales. Detalle de cinturón en mismo tejido. Cierre frontal cruzado con botones.",,"WOMAN","FALDA","T.FALDA","{""instructions"":[]}",,,,true,true,[],"426598635-711-1","https://www.zara.com/es/es/falda-midi-pareo-botones-p04661408.html","EUR",
421177877,421167436,"FLORAL PRINT SHIRT",27.99,330,"Multicoloured","Collared shirt with long sleeves. Front button fastening.",,"WOMAN","CAMISA","B.CAMISA","{""instructions"":[]}",,,,true,true,[],"421177877-330-1","https://www.zara.com/uk/en/floral-print-shirt-p05029053.html?v1=421177877&v2=2420369&origin=shopcart","GBP",
429738039,429732926,"SEMI-SHEER BLOUSE WITH RUFFLES",39.9,712,"Ecru","Semi-sheer V-neck blouse with long sleeves. Ruffled trim and wrinkled effect fabric. Front button closure.",,"WOMAN","SHIRT","B.SHIRT","{""instructions"":[]}",,,,false,true,[],"429738039-712-1","https://www.zara.com/pr/en/semi-sheer-blouse-with-ruffles-p03666053.html","USD",
427807084,427804485,"PRINTED MIDI DRESS",49.99,330,"Multicoloured","Long sleeve dress with a wide round neck. Featuring ruching at the sides and a tie detail.",,"WOMAN","VESTIDO","B.VESTIDO","{""instructions"":[]}",,,,false,true,[],"427807084-330-1","https://www.zara.com/uk/en/printed-midi-dress-p02459127.html?v1=427807084&v2=2420896","GBP",
427574177,423421164,"MIDI PADAJOČE KRILO",17.95,800,"Črna","Srednje dolgo krilo iz široke tkanine. Visok elastičen pas.",,"WOMAN","FALDA","C. FALDA","{""instructions"":[]}",,,,false,true,[],"427574177-800-2","https://www.zara.com/si/sl/midi-padajoce-krilo-p05063339.html?v1=427574177&v2=2420454","EUR",
410491755,410489039,"CASHMERE KNIT CARDIGAN",209,809,"Mid-grey","Cardigan made from a cashmere and wool yarn. Featuring a round neck, long sleeve and ribbed trims. Button-up front.",,"WOMAN","CHAQUETA","PTO ZARA","{""instructions"":[]}",,,,false,true,[],"410491755-809-2","https://www.zara.com/au/en/cashmere-knit-cardigan-p06771101.html?v1=410491755&v2=2510394","AUD",
436921959,436914251,"SHORT SLEEVE STRIPE TOP",45.9,60,"White / Navy","Loose-fitting top with a round neck, wide short sleeves, and gold buttons on the shoulders.",,"WOMAN","CAMISA","B.CAMISA","{""instructions"":[]}",,,,false,false,[],"436921959-060-1","https://www.zara.com/us/en/short-sleeve-stripe-top-p02702205.html?v1=436921959&v2=2419940","USD",
